,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0,-0.5248685148729894,1.0755729198935775,-1.3774520410881206,-0.6465576361329878,-0.17331099334433045,-0.4544171848449542,-0.3127631029998902,0.766056344046401,1.4081958840982152,-0.6215762189271611,-0.989804662847492,5
1,-0.25099415378554296,2.1677376783142517,-1.3774520410881206,0.9372432791071965,1.3657468745288532,1.1337152972516908,0.9528722861755928,0.14250753651519174,-0.9389452179872225,0.41159594636151187,-0.5796380383310961,5
2,-0.25099415378554296,1.4396278393671358,-1.1553933443947815,0.25847145828997425,0.9460038196543483,-0.0006650471030556019,0.4542886480155541,0.26721729802141975,-0.4846598433900434,0.1533029050393434,-0.5796380383310961,5
3,2.0769379154577545,-1.472811516421328,1.7313697126186272,-0.6465576361329878,-0.24326816915674793,0.2262110217678937,0.6844041733201873,0.890766105552629,-1.2418021343853443,-0.44938085804571637,-0.5796380383310961,6
4,-0.5248685148729894,1.0755729198935775,-1.3774520410881206,-0.6465576361329878,-0.17331099334433045,-0.4544171848449542,-0.3127631029998902,0.766056344046401,1.4081958840982152,-0.6215762189271611,-0.989804662847492,5
5,-0.5248685148729894,0.8328696402445392,-1.3774520410881206,-0.872814909738728,-0.24326816915674793,-0.2275411159740049,-0.08264757769525691,0.766056344046401,1.4081958840982152,-0.6215762189271611,-0.989804662847492,5
6,-0.18252556351368088,0.46881472077098096,-1.044363996048112,-1.325329456950209,-0.6630112240312519,-0.0006650471030556019,0.6460515857694151,-0.1069119864973335,-0.18180292699192174,-1.4825530233343887,-0.989804662847492,5
7,-0.5933371051448515,0.7721938203322796,-1.3774520410881206,-2.2303585513731714,-0.9428399272809218,-0.0006650471030556019,-0.8113467411599289,-1.2292998400534547,0.49962513490385363,-1.3964553428936664,-0.37455472607289897,7
8,-0.25099415378554296,0.34746308094646156,-1.266422692741451,-0.420300362527247,-0.3831825207815829,-0.6812932537159035,-0.9264045038122456,0.14250753651519174,0.27248244760526075,-0.5354785384864391,-0.8872630067183935,7
9,-1.0041486467760214,0.34746308094646156,-0.9333346477014423,-0.872814909738728,1.295789698716429,-0.0006650471030556019,0.8761671110740484,-0.4186863902629035,-0.33323138519098255,-0.7937715798086067,-1.194887975105691,5
10,-1.7573031397665007,0.5598284506393706,-1.3774520410881206,-1.325329456950209,0.7361322922170959,0.11277298733241904,0.6460515857694151,-1.416364482312866,1.93819548779493,-0.9659669406900523,-0.4770963822019975,5
11,0.22828597811748907,-1.472811516421328,1.7313697126186272,-0.872814909738728,0.9460038196543483,2.2680956416064375,2.3335654380033923,0.20486241726830576,-0.18180292699192174,1.0142797094465708,0.13815355457259562,7
12,0.5021603392049362,-1.8368664358948863,1.2872523192319485,-0.872814909738728,-0.10335381753191296,1.5874674349935896,0.6844041733201873,0.14250753651519174,0.49962513490385363,-0.8798692602493295,-0.989804662847492,6
